DATE,DYAD_CODE,LOCATION,CCODE1,CCODE2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,BAR_Scale,EVENT_SUMMARY,,"Product of the Transboundary Freshwater Dispute Database, College of Earth, Ocean, and Atmospheric Sciences, Oregon State University.  Additional information about the TFDD can be found at: http://transboundarywaters.science.oregonstate.edu. "
7/30/1948,GBR_HUN,DANUBE,GBR,HUN,DANU_GBR,DANU_HUN,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,GBR_YGF,DANUBE,GBR,YGF,DANU_GBR,DANU_YGF,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,GBR_ROM,DANUBE,GBR,ROM,DANU_GBR,DANU_ROM,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,GBR_USR,DANUBE,GBR,USR,DANU_GBR,DANU_USR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,USA_YGF,DANUBE,USA,YGF,DANU_USA,DANU_YGF,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,USA_USR,DANUBE,USA,USR,DANU_USA,DANU_USR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,AUT_GBR,DANUBE,AUT,GBR,DANU_AUT,DANU_GBR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,AUT_FRA,DANUBE,AUT,FRA,DANU_AUT,DANU_FRA,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,AUT_USA,DANUBE,AUT,USA,DANU_AUT,DANU_USA,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_USR,DANUBE,FRA,USR,DANU_FRA,DANU_USR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_ROM,DANUBE,FRA,ROM,DANU_FRA,DANU_ROM,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_YGF,DANUBE,FRA,YGF,DANU_FRA,DANU_YGF,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_GBR,DANUBE,FRA,GBR,DANU_FRA,DANU_GBR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_CZS,DANUBE,FRA,CZS,DANU_FRA,DANU_CZS,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_USA,DANUBE,FRA,USA,DANU_FRA,DANU_USA,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,GBR_USA,DANUBE,GBR,USA,DANU_GBR,DANU_USA,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,FRA_HUN,DANUBE,FRA,HUN,DANU_FRA,DANU_HUN,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,CZS_YGF,DANUBE,CZS,YGF,DANU_CZS,DANU_YGF,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,CZS_HUN,DANUBE,CZS,HUN,DANU_CZS,DANU_HUN,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,CZS_USR,DANUBE,CZS,USR,DANU_CZS,DANU_USR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,AUT_USR,DANUBE,AUT,USR,DANU_AUT,DANU_USR,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
7/30/1948,CZS_ROM,DANUBE,CZS,ROM,DANU_CZS,DANU_ROM,Austria--Czechoslovakia--Great Britain--France--Hungary--Romania--Yugoslavia (former)--United States--USSR,8,1,"Austria, Czechoslovakia, Great Britain, France, Hungary, Romania, Yugoslavia (former) United States, and Soviet Union meet for Danube conference on administration of Danube River",,
9/23/1948,EGY_IRQ,TIGRIS/SHATT,EGY,IRQ,TIGR_EGY,TIGR_IRQ,Egypt--Iraq,2,4,Egypt and Iraq agree on terms of Le3m loan to finance irrigation,,
12/4/1948,GBR_URY,n/a,GBR,URY,NTAP_GBR,NTAP_URY,Great Britain--Uruguay,2,4,Great Britain sells to Uruguay the Montevideo Water Works Co.,,
12/7/1948,EGY_ISR,JORDAN,EGY,ISR,JORD_EGY,JORD_ISR,Egypt--Israel,2,-6,Egypt destroys to Israel some water & communications line to Negev Jew,,
12/8/1948,PRK_KOR,HAN,PRK,KOR,HANX_PRK,HANX_KOR,"People's Republic of Korea, Republic of Korea",2,-3,Democratic People's Republic of Korea refuses to Republic of Korea entry of Kos Reservoir inspection party,,
1/1/1949,ESP_FRA,"Lake Lanoux (Fonte-Vive, Carol and Segre Rivers)",ESP,FRA,EBRO_ESP,EBRO_FRA,France--Spain,2,4,"In 1949, France and Spain set up a ""Mixed Commission of Engineers"" to study proposals to regulate the use of Lake Lanoux.   It was agreed at this meeting not to alter the status quo until the two governments jointly agreed.",,
1/18/1949,CHN_INT,n/a,CHN,INT,NITL_CHN,NITL_INT,China (internal),1,-5,China plans to defent Yangtze River n bank by Government,,
2/10/1949,EGY_UGA,they share the Nile,EGY,UGA,NILE_EGY,NILE_UGA,Egypt--Uganda,2,4,Egypt and Uganda agree on plan for hydroelectric and irrigation scheme,,
2/10/1949,EGY_INT,n/a,EGY,INT,NTAP_EGY,NTAP_INT,Egypt (internal),1,0,Egypt announces Sudan dam projects,,
4/25/1949,JOR_INT,n/a,JOR,INT,UNKN_JOR,UNKN_INT,Jordan (internal),1,3,Jordan initiates the Wadi Al-Arab irrigation project,,
5/19/1949,EGY_GBR,NILE,EGY,GBR,NILE_EGY,NILE_GBR,Egypt--Great Britain,2,3,"Egypt and Great Britain agree hydroelectric, flood control works on Nile",,
5/19/1949,EGY_SDN,NILE,EGY,SDN,NILE_EGY,NILE_SDN,Egypt--Sudan,2,1,Egypt desires Sudan participation in water & dam project,,
5/19/1949,EGY_GBR,NILE,EGY,GBR,NILE_EGY,NILE_GBR,Egypt--Great Britain,2,4,Great Britain and Egypt agree Owen Falls irrigation & electric plan ,,
6/16/1949,IND_PAK,Indus,IND,PAK,INDU_IND,INDU_PAK,India--Pakistan,2,-2,"In the Delhi agreement signed in May 1948, conflicting claims for water between India and Pakistan were not resolved.  In the agreement, India would not withdraw water delivery without allowing time for Pakistan to develop alternative sources.  Pakistan expressed displeasure with this agreement in a note dated 16 June 1949, calling for the ""equitable apportionment of all common waters,"" and suggesting turning jurisdiction of the case over to the World Court.",,
6/17/1949,IND_PAK,Indus,IND,PAK,INDU_IND,INDU_PAK,India--Pakistan,2,-2,"In response to Pakistan's note dated 16 June 1949, calling for the ""equitable apportionment of all common waters,"" and suggesting turning jurisdiction of the case over to the World Court, India suggested that each side try to resolve their differences before turning the problem over to a third party.  This stalemate lasted through 1950.",,
7/27/1949,NIC_INT,n/a,NIC,INT,NTAP_NIC,NTAP_INT,Nicaragua (internal),1,6,Nicaragua transforms territory of San Juan River into 16th State ,,
8/6/1949,EGY_ETH,NILE,EGY,ETH,NILE_EGY,NILE_ETH,Egypt--Ethiopia,2,3,Ethiopia visits Egypt MN to discuss Nile water DVL,,
9/22/1949,EGY_INT,n/a,EGY,INT,NILE_EGY,NILE_INT,Egypt (internal),1,3,Egypt votes for LE4.5M for dam and power station at Owen Falls ,,
10/17/1949,AUS_INT,n/a,AUS,INT,NTAP_AUS,NTAP_INT,Australia (internal),1,3,Australia begins hydroelectric project,,
12/27/1949,GBR_IDN,?international basin,GBR,IDN,UNKN_GBR,UNKN_IDN,Great Britain--Indonesia,3,2,Great Britain recognizes Indonesian praticipation in water & dam project,,
12/29/1949,IDN_TUR,?international basin,IDN,TUR,UNKN_IDN,UNKN_TUR,Indonesia--Turkey,3,2,Turkey recognizes Indonesian participation in water & dam project,,
1/1/1950,LSO_ZAF,Lesotho Highlands Project,LSO,ZAF,ORAN_LSO,ORAN_ZAF,Lesotho--South Africa,2,2,"A project to transfer water from the Senqu River to South Africa has been investigated in the 1950's, and again in the 1960's.  The project was never implemented due to disagreement over appropriate payment for the water.",,
1/1/1950,ESP_FRA,"Lake Lanoux (Fonte-Vive, Carol and Segre Rivers)",ESP,FRA,EBRO_ESP,EBRO_FRA,France--Spain,2,2,"In 1950, Electricite of France requested permission from the French government to erect a barrier in order to raise capacity of Lake Lanoux, divert waters to the River Ariege for hydroelectric power, and return the water back to the River Carol by a constructing a tunnel.  Proposal submitted to the Mixed Commission of Engineers (which has no binding legal authority). ",,
5/31/1950,JOR_ISR,JORDAN,JOR,ISR,JORD_JOR,JORD_ISR,Jordan--Israel,2,-1,Jordan considers with Israel unification both sides of Jordan River final,,
6/28/1950,GDR_POL,"ODER, NEISSE",GDR,POL,ODER_GDR,ODER_POL,German Dem. Republic (East Germany)--Poland,2,2,German Dem. Republic and Poland approve E frontier is Oder & Neisse River,,
6/30/1950,GDR_GFR, ?Berlin - Oder/Elbe,GDR,GFR,UNKN_GDR,UNKN_GFR,German Dem. Republic (East Germany)--German Fed. Republic (West Germany),2,-3,German Dem. Republic and German Fed. Republic suspend all water & electricity supply,,
7/26/1950,GDR_GFR, ?Berlin - Oder/Elbe,GDR,GFR,UNKN_GDR,UNKN_GFR,German Dem. Republic (East Germany)--German Fed. Republic (West Germany),2,2,"German Dem. Republic settles with German Fed. Republic, payment ends water supply block",,
9/1/1950,ISR_INT,JORDAN,ISR,INT,JORD_ISR,JORD_INT,Israel (internal),1,3,Israel initiates 7 year project to drain Huleh Swamps for farming,,
9/21/1950,TUR_INT,n/a,TUR,INT,NTAP_TUR,NTAP_INT,Turkey (internal),1,3,Turkey states hyrdoelectric project will need $47 million,,
10/6/1950,EGY_ETH,Lake Tana dam,EGY,ETH,NILE_EGY,NILE_ETH,Egypt--Ethiopia--Great Britain,4,4,"United Kingdom, Ethiopia, and Egypt agree to construction of a dam at Lake Tana ",,
10/6/1950,EGY_GBR,Lake Tana dam,EGY,GBR,NILE_EGY,NILE_GBR,Egypt--Ethiopia--Great Britain,4,4,"United Kingdom, Ethiopia, and Egypt agree to construction of a dam at Lake Tana ",,
10/6/1950,ETH_GBR,Lake Tana dam,ETH,GBR,NILE_ETH,NILE_GBR,Egypt--Ethiopia--Great Britain,4,4,"United Kingdom, Ethiopia, and Egypt agree to construction of a dam at Lake Tana ",,
10/7/1950,EGY_GBR,UK-Egypt,EGY,GBR,UNKN_EGY,UNKN_GBR,Egypt--Great Britain,2,4,"Great Britain contributes to Egypt $400,000 for improvement of rural water supply",,
10/20/1950,ISR_JOR,n/a,ISR,JOR,JORD_ISR,JORD_JOR,Israel--Jordan,2,-2,Jordan accuses Israel of aggression in Yarmuk & Jordan River area,,
11/21/1950,PRK_USA,YALU,PRK,USA,YALU_PRK,YALU_USA,Dem. People's Republic of Korea (North)--United States,2,-7,United States capture Dem. People's Republic of Korea (North) take Hyesanin on Yalu River,,
1/1/1951,IND_USA,Indus,IND,USA,INDU_IND,INDU_USA,Pakistan--United States--India,2,1,"After visiting India and Pakistan, David Lilienthal, former chairman of the US Tennessee Valley Authority (TVA), wrote an article outlining water resource development recommendations for the region and suggesting that international financing be arranged to fund the workings of an ""Indus Engineering Corporation.""",,
1/1/1951,PAK_USA,Indus,PAK,USA,INDU_PAK,INDU_USA,Pakistan--United States--India,2,1,"After visiting India and Pakistan, David Lilienthal, former chairman of the US Tennessee Valley Authority (TVA), wrote an article outlining water resource development recommendations for the region and suggesting that international financing be arranged to fund the workings of an ""Indus Engineering Corporation.""",,
1/1/1951,CHN_UNO,n/a,CHN,UNO,NTAP_CHN,NTAP_UNO,China--United Nations,2,-6,China launches heavy attack to United Nations along Imjin River front,,
1/1/1951,IND_USA,Indus,IND,USA,INDU_IND,INDU_USA,India--United States,2,1,"In 1951, Indian Prime Minister Nehru, invited David Lilienthal, former chairman of the US Tennessee Valley Authority (TVA) to visit India.",,
1/1/1951,MEX_USA,"canal running from Douglas, Arizona into Agua Prieta, Mexico",MEX,USA,YAQU_MEX,YAQU_USA,Mexico--United States,2,-2,"In 1951, Mexico asks US to repair water canal running from Arizona (Douglas) into Mexico (Agua Prieta).  Mexico asserts US built canal without agreement with Mexico, so it's US responsibility to fix canal's embankments.",,
1/1/1951,MEX_USA,"canal running from Douglas, Arizona into Agua Prieta, Mexico",MEX,USA,YAQU_MEX,YAQU_USA,Mexico--United States,2,-2,"US replies to Mexico complaint re. repair of water canal:  City official from Douglas, AZ and Agua Prieta, MEX conferrred in construction of  canal; Douglas had changed path of canal at request of Agua Prieta; and, both sides had benefited from canal for a number of years.  Therefore, a ""question of damages does not seem to arise"".  The growth of Douglas and Agua Prieta had caused concern on both sides of border.  Studies recommended new flood control works be built.  US called for equitable division of costs.",,
1/8/1951,MMR_INT,n/a,MMR,INT,UNKN_MMR,UNKN_INT,Myanmar (Burma) (internal),1,-4,Myanmar (Burma) recaputres GYOBYU Waterworks,,
1/12/1951,UNO_USA,n/a,UNO,USA,NTAP_UNO,NTAP_USA,United Nations--United States,2,1,United States urges United Nations to study world cooperation on control of waterway,,
2/12/1951,MMR_USA,n/a,MMR,USA,NTAP_MMR,NTAP_USA,Myanmar (Burma)--United States,2,4,United States allots $1M to Myanmar (Burma) toward restoration of waterfront,,
4/1/1951,ISR_INT,JORDAN,ISR,INT,JORD_ISR,JORD_INT,Israel--Palestinian Liberation Org.--Syria--Israel (internal),3,-3,"Israel evacuates 650 arabs from Lake Huleh area,  against Syria & Palestinian Liberation Organization",,
4/1/1951,ISR_SYR,JORDAN,ISR,SYR,JORD_ISR,JORD_SYR,Israel--Palestinian Liberation Org.--Syria--Israel (internal),3,-2,"Israel evacuates 650 arabs from Lake Huleh area,  against Syria & Palestinian Liberation Organization",,
4/1/1951,ISR_PLO,JORDAN,ISR,PLO,JORD_ISR,JORD_PLO,Israel--Palestinian Liberation Org.--Syria--Israel (internal),3,-4,"Israel evacuates 650 arabs from Lake Huleh area,  against Syria & Palestinian Liberation Organization",,
4/7/1951,ISR_SYR,JORDAN,ISR,SYR,JORD_ISR,JORD_SYR,Israel--Syria,2,-2,Israel states to Syria Israel to continue draining Huleh Swamp,,
4/10/1951,CHN_USA,n/a,CHN,USA,NTAP_CHN,NTAP_USA,China--United States--United Nations,3,-6,China opens Hwachon Dam in attempt to stop advance of United States and United Nations,,
4/10/1951,CHN_UNO,n/a,CHN,UNO,NTAP_CHN,NTAP_UNO,China--United States--United Nations,3,-6,China opens Hwachon Dam in attempt to stop advance of United States and United Nations,,
4/19/1951,PRK_KOR,n/a,PRK,KOR,NTAP_PRK,NTAP_KOR,"People's Republic of Korea, Republic of Korea",2,-7,Republic of Korea captures People's Republic of Korea Hwachon Resevoir Dam and town of Hwachon,,
5/4/1951,ISR_SYR,JORDAN,ISR,SYR,JORD_ISR,JORD_SYR,Israel--Syria,2,-6,Israel repulses Syrian attacks N of Lake Tiberias,,
5/16/1951,SYR_USA,JORDAN,SYR,USA,JORD_SYR,JORD_USA,Syria--United States--Great Britain--France--Israel--Turkey,6,1,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",,
5/16/1951,GBR_ISR,JORDAN,GBR,ISR,JORD_GBR,JORD_ISR,Syria--United States--Great Britain--France--Israel--Turkey,6,1,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",,
5/16/1951,FRA_ISR,JORDAN,FRA,ISR,JORD_FRA,JORD_ISR,Syria--United States--Great Britain--France--Israel--Turkey,6,-1,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",,
5/16/1951,FRA_SYR,JORDAN,FRA,SYR,JORD_FRA,JORD_SYR,Syria--United States--Great Britain--France--Israel--Turkey,6,2,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",,
5/16/1951,SYR_TUR,JORDAN,SYR,TUR,JORD_SYR,JORD_TUR,Syria--United States--Great Britain--France--Israel--Turkey,6,2,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",,
5/16/1951,ISR_TUR,JORDAN,ISR,TUR,JORD_ISR,JORD_TUR,Syria--United States--Great Britain--France--Israel--Turkey,6,1,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",,
5/17/1951,ARL_FRA,JORDAN,ARL,FRA,JORD_ARL,JORD_FRA,Arab League--France--Turkey,4,1,France and Turkey offer motion to Arab League asking Israel to suspend swamp drainage,,
5/17/1951,ARL_TUR,JORDAN,ARL,TUR,JORD_ARL,JORD_TUR,Arab League--France--Turkey,4,1,France and Turkey offer motion to Arab League asking Israel to suspend swamp drainage,,
5/17/1951,ISR_USA,JORDAN,ISR,USA,JORD_ISR,JORD_USA,Israel--United States,2,-1,United States offers motion to Israel asking Israel to suspend swamp drainage,,
6/4/1951,ISR_UNO,JORDAN,ISR,UNO,JORD_ISR,JORD_UNO,Israel--United Nations,2,2,Israel upholds SCC resolution to United Nations on swamp drainage by Knesset,,
6/11/1951,IRN_USR,?,IRN,USR,UNKN_IRN,UNKN_USR,Iran--USSR,2,-2,Iran rejects Soviet Union demand to stop work on dam ,,
6/11/1951,IRN_USR,?which dam,IRN,USR,UNKN_IRN,UNKN_USR,Iran--USSR,2,-2,Soviet Unions charges Iran dam cuts off part of territory,,
6/28/1951,JOR_UNO,JORDAN,JOR,UNO,JORD_JOR,JORD_UNO,Jordan--United Nations--Israel,3,1,Jordan Protests to United Nations and Israel -- Israel damming of Jordan River ,,
6/28/1951,ISR_JOR,JORDAN,ISR,JOR,JORD_ISR,JORD_JOR,Jordan--United Nations--Israel,3,-2,Jordan Protests to United Nations and Israel -- Israel damming of Jordan River ,,
7/16/1951,ISR_SYR,JORDAN,ISR,SYR,JORD_ISR,JORD_SYR,Israel--Syria,2,-1,IsraeI claims to Syria  right to reclamation work in Huleh Swamps,,
